English,Russian,contagious,заразительный
English,Russian,linger,задерживаться
English,Russian,oust,вытеснять
English,Russian,immensely,очень
English,Russian,hatred,ненависть
English,Russian,imploding,взрывается
English,Russian,staffed,укомплектованные
English,Russian,tuition,обучение
English,Russian,tutoring,репетиторство
English,Russian,coarse,грубый
English,Russian,formative,образующий
English,Russian,decimating,истребляя
English,Russian,cahoots,сговоре
English,Russian,consented,согласие
English,Russian,divulge,разглашать
English,Russian,diminished,уменьшенный
English,Russian,slid,скользнул
English,Russian,reciprocate,отвечать взаимностью
English,Russian,impinging,столкновение
English,Russian,nab,арестовать
English,Russian,nudges,подталкивания
English,Russian,pavement,тротуар
English,Russian,bolstering,укрепление
English,Russian,power,степень
English,Russian,facilitate,способствовать
English,Russian,sloppy,небрежный
English,Russian,disrupt,разрушать
Russian,English,тухлый,rotten
Russian,English,подбородок,chin
Russian,English,очередь,turn
English,Russian,очередь,очередь
Russian,English,обои,wallpaper
Russian,English,манекен,dummy
English,Russian,wrangle,пререкаться
English,Russian,witted,сообразительный
English,Russian,whet,точить
English,Russian,wednesdatuplw,wednesdatuplw
English,Russian,weary,уставший
English,Russian,warden,надзиратель
English,Russian,waffle,вафельный
English,Russian,vine,виноградная лоза
English,Russian,vague,расплывчатый
Russian,English,upbeat,upbeat
English,Russian,upbeat,оптимистичной
English,Russian,unicorn,единорог
English,Russian,tuplw,tuplw
English,Russian,tuple,кортежа
English,Russian,trine,триада
English,Russian,traverse,пересекают
English,Russian,transitive,переходный
English,Russian,trait,особенность
English,Russian,toss,жеребьевка
English,Russian,thrift,бережливость
English,Russian,thier,тир
English,Russian,testimony,свидетельство
English,Russian,terse,немногословный
English,Russian,teac,TEAC
English,Russian,tailor,портной
English,Russian,swype,Swype
English,Russian,swag,добыча
English,Russian,superfluous,излишний
English,Russian,sunlune,sunlune
English,Russian,sunline,Sunline
English,Russian,strum,бренчать
English,Russian,strip,раздеться
English,Russian,stray,плутать
English,Russian,steep,крутой
English,Russian,steady,устойчивый
English,Russian,steadies,Люнеты
English,Russian,squawk,пронзительный крик
English,Russian,squash,сквош
English,Russian,splice,сращивание
English,Russian,span,пролет
English,Russian,smear,мазок
English,Russian,shrug,пожимание плечами
English,Russian,shove,пихать
English,Russian,shone,светились
English,Russian,shennenigan,shennenigan
English,Russian,sattle,sattle
English,Russian,rye,рожь
English,Russian,rural,сельский
English,Russian,robust,крепкий
English,Russian,rigorous,строгий
English,Russian,retain,сохранять
English,Russian,restrain,сдерживать
English,Russian,resent,возмущаться
French,Russian,reluctant,неохотный
English,Russian,reluctant,неохотный
English,Russian,relinquish,отказываться
English,Russian,refrain,воздерживаться
English,Russian,rectangle,прямоугольник
English,Russian,rant,декламировать
English,Russian,prosper,процветать
English,Russian,prohibit,запрещать
English,Russian,polio,полиомиелит
English,Russian,pet peeve,огорчает
English,Russian,pervasive,распространяющийся
English,Russian,permutation,перестановка
English,Russian,penalty,штраф
English,Russian,patties,Пирожки
English,Russian,overwhelm,сокрушать
English,Russian,overage,избыток
English,Russian,opt,выбирать
English,Russian,numb,ошеломить
English,Russian,narrow,узкий
English,Russian,mingle,смешиваться
English,Russian,merely,просто
English,Russian,maven,специалист
English,Russian,marshal,маршал
English,Russian,margin,маржа
English,Russian,manual,руководство
English,Russian,limerick,лимерик
English,Russian,leverage,рычаг
English,Russian,labor,труд
English,Russian,keen,острый
English,Russian,interwoven,переплетенный
English,Russian,infamous,позорный
English,Russian,inconsistent,несовместимый
English,Russian,incline,склонять
English,Russian,implicit,неявный
English,Russian,hypothyroidism,гипотиреоз
English,Russian,hypocrisy,лицемерие
English,Russian,housing,жилье
English,Russian,halter,недоуздок
English,Russian,glow,свечение
English,Russian,geospatial,геопространственных
English,Russian,futile,бесполезный
English,Russian,forge,ковать
English,Russian,foil,фольга
English,Russian,fatigue,усталость
English,Russian,famine,голод
English,Russian,explicit,явный
English,Russian,exile,ссылка
English,Russian,exhale,выдыхать
English,Russian,exaggerated,преувеличенный
English,Russian,evaluate,оценивать
English,Russian,entity,сущность
English,Russian,emit,излучать
English,Russian,elucidate,освещать
English,Russian,eliding,опуская
English,Russian,elided,опущены
English,Russian,eel,угорь
English,Russian,eager,нетерпеливый
English,Russian,dye,красить
English,Russian,drastic,радикальный
English,Russian,doubt,сомневаюсь
English,Russian,dire,страшный
English,Russian,detergent,моющее средство
English,Russian,decoy,манок
English,Russian,convergence,сходимость
English,Russian,contradictRoy,contradictRoy
Russian,English,contradictory,contradictory
English,Russian,conformity,соответствие
English,Russian,confess,исповедовать
English,Russian,conclusion,заключение
English,Russian,coerce,принудить
English,Russian,claim,утверждать
English,Russian,catharsis,катарсис
English,Russian,Capricorn,Козерог
English,Russian,burden,бремя
English,Russian,boulder,валун
English,Russian,bias,смещение
English,Russian,bear,нести
English,Russian,barring,за исключением
English,Russian,bark,кора
Polish,Russian,atak,атаковать
French,Russian,atak,Атак
English,Russian,arrogant,высокомерный
English,Russian,arbitrary,произвольный
English,Russian,anemic,анемичный
English,Russian,ample,обильный
English,Russian,amend,вносить поправки
English,Russian,alleviate,облегчать
English,Russian,akward,akward
English,Russian,abrupt,крутой
English,Russian,sprawl,развалиться
English,Russian,freight,грузовой
English,Russian,congestion,затор
English,Russian,hollowed,выдолбленный
English,Russian,pasture,пастбище
English,Russian,attendance,посещаемость
English,Russian,coffin,гроб
English,Russian,reclaim,истребовать
English,Russian,oblivion,забвение
English,Russian,distraught,обезумевший
English,Russian,plunge,погружение
English,Russian,clumps,сгустки
German,Russian,tore,ворота
English,Russian,compassion,сострадание
English,Russian,flinch,вздрогнуть
English,Russian,odor,запах
English,Russian,musty,затхлый
English,Russian,swayed,качались
English,Russian,grievous,тяжкий
English,Russian,taunted,дразнили
English,Russian,indictment,обвинительный акт
English,Russian,crept,подкралась
English,Russian,fled,бежал
English,Russian,palpable,ощутимый
English,Russian,wonderment,изумление
English,Russian,sheer,чистый
English,Russian,struck,пораженный
English,Russian,deem,считать
English,Russian,tangible,ощутимый
English,Russian,defies,бросает вызов
English,Russian,ordeal,тяжелое испытание
English,Russian,warren,Уоррен
German,Russian,dank,спасибо
English,Russian,hinged,откидной
English,Russian,washbasin,умывальник
English,Russian,ostensibly,якобы
English,Russian,meddled,вмешивались
English,Russian,gassed,газом
English,Russian,pretense,притворство
English,Russian,lured,заманил
English,Russian,acceded,присоединившихся
English,Russian,incinerated,сжигаются
English,Russian,allege,утверждать
English,Russian,pleaded,признал себя
English,Russian,susceptible,восприимчивый
English,Russian,excitatory,возбуждающий
English,Russian,dampen,смочить
English,Russian,overarching,всеобъемлющая
English,Russian,concomitant,сопутствующий
English,Russian,shushing,утихомиривания
English,Russian,profusion,изобилие
English,Russian,teemed,кишели
English,Russian,abundance,изобилие
English,Russian,predispositions,предрасположенностей
English,Russian,ingenuity,изобретательность
English,Russian,gulp,глоток
English,Russian,lauded,хвалил
English,Russian,wanes,ослабевает
English,Russian,breached,нарушено
English,Russian,comprise,включать
English,Russian,stem,стебель
English,Russian,tenet,принцип
English,Russian,oblivious,забывающий
English,Russian,diverted,отвлекались
English,Russian,ousted,вытеснила
English,Russian,dissolved,растворенный
English,Russian,equity,капитал
English,Russian,hindsight,взгляд в прошлое
English,Russian,convicted,осужденный
English,Russian,indicted,обвиняемый
English,Russian,MAROON,MAROON
English,Russian,defiant,вызывающий
English,Russian,dwindling,уменьшение
English,Russian,infer,выводить
English,Russian,concede,уступать
English,Russian,er = more,ER = больше
English,Russian,fluid,жидкость
English,Russian,finicky,жеманный
English,Russian,repellent,репеллент
English,Russian,piecemeal,по частям
English,Russian,abstruse,заумный
English,Russian,sever,разрывать
English,Russian,adhere,придерживаться
English,Russian,foiled,украшенный лиственным орнаментом
English,Russian,severe,тяжелый
English,Russian,promptness,быстрота
English,Russian,tardy,запоздалый
English,Russian,Superficiality,поверхностность
English,Russian,Cutlery,столовые приборы
English,Russian,grumpy,сварливый
English,Russian,Distinguished,выдающийся
English,Russian,trite,банальный
English,Russian,herald,вестник
English,Russian,seize,воспользоваться
English,Russian,heir,наследник
English,Russian,onerous,обременительный
English,Russian,rigid,жесткий
English,Russian,dubious,сомнительный
English,Russian,tranquil,спокойный
English,Russian,Commencement,начало
English,Russian,persuaded,убежденный
English,Russian,prophet,пророк
English,Russian,corroborate,подтверждать
English,Russian,splurge,пускать пыль в глаза
English,Russian,obscurity,безвестность
English,Russian,croak,квакать
English,Russian,banish,изгонять
English,Russian,dazzle,ослеплять
English,Russian,dissed,отшила
English,Russian,lodge,домик
English,Russian,hostility,враждебность
English,Russian,detained,задержанный
English,Russian,impose,налагать
English,Russian,collateral,залог
English,Russian,stringent,строгий
English,Russian,relieve,освобождать
English,Russian,relief,рельеф
English,Russian,floundering,барахтается
English,Russian,gander,гусак
English,Russian,reciprocity,взаимность
English,Russian,intervene,вмешиваться
English,Russian,stranded,в затруднительном положении
English,Russian,pad,подушка
English,Russian,scrutiny,рассмотрение
English,Russian,limb,конечность
English,Russian,frugality,бережливость
English,Russian,allot,выделять
English,Russian,endorse,одобрять
English,Russian,baffle,сбивать с толку
English,Russian,revolt,восстание
English,Russian,fleecing,обирают
English,Russian,blob,капля
English,Russian,soggy,сырой
English,Russian,merit,заслуживают
English,Russian,mesmerize,гипнотизировать
English,Russian,mourn,оплакивать
German,Russian,starker,сильный
English,Russian,demise,кончина
English,Russian,peril,опасность
English,Russian,confidant,доверенное лицо
English,Russian,baffling,затруднительный
English,Russian,ingratiating,заискивающий
English,Russian,obedient,послушный
English,Russian,urged,призвал
English,Russian,smeared,намазал
English,Russian,debrief,Подведение итогов
English,Russian,hubris,высокомерие
English,Russian,lapse,впадать
English,Russian,frail,хрупкий
English,Russian,despise,презирать
English,Russian,umbilical,пуповина
English,Russian,pheasant,фазан
English,Russian,stung,ужалила
English,Russian,drowned,утонул
English,Russian,abandonment,отказ
English,Russian,weeping,плач
English,Russian,beset,окружать
English,Russian,benevolent,доброжелательный
English,Russian,contemplated,"предполагается,"
English,Russian,demeanor,поведение
English,Russian,jowls,щеки
English,Russian,stoop,унижаться
English,Russian,trembling,дрожь
English,Russian,lavish,щедрый
English,Russian,obscure,скрыть
English,Russian,flee,бежать
English,Russian,limp,хромать
English,Russian,toiling,трудящихся
English,Russian,stubbornly,упорно
English,Russian,traction,тяга
English,Russian,lackluster,тусклый
English,Russian,doldrums,депрессия
English,Russian,Ailments,Болезни
English,Russian,dew,роса
English,Russian,consonant,согласный
English,Russian,singular,особый
English,Russian,plural,множественное число
English,Russian,empower,уполномочивать
English,Russian,consistent,последовательный
English,Russian,hypothetical,гипотетический
English,Russian,bing,Ссылок
English,Russian,innate,врожденный
English,Russian,herd,стадо
English,Russian,blandly,вежливо
English,Russian,ossify,окостеневать
English,Russian,vague,смутный
English,Russian,scattering,рассеяние
English,Russian,fraying,изнашивание
English,Russian,gist,суть
English,Russian,fret,лад
English,Russian,straddle,колебаться
English,Russian,shenanigan,махинация
English,Russian,nemeses,злодеев
English,Russian,prompt,побуждать
English,Russian,tidbit,лакомый кусок
English,Russian,reinvigoration,активизацию
English,Russian,impair,ухудшать
English,Russian,onus,бремя
English,Russian,mitigations,смягчения
English,Russian,sordid,грязный
English,Russian,extravaganza,феерия
English,Russian,inference,вывод
English,Russian,reliant,уверенный
English,Russian,extinct,вымерший
English,Russian,drastic,решительный
Russian,English,реквизит,props
English,Russian,tramping,топот
English,Russian,rugged,прочный
English,Russian,foster,способствовать
English,Russian,despondent,унылый
English,Russian,notoriety,известность
English,Russian,wag,шутник
English,Russian,discrepancy,несоответствие
English,Russian,lenient,снисходительный
English,Russian,plank,доска
English,Russian,scraped,Царапины
English,Russian,latch,защелка
English,Russian,vigil,бдение
English,Russian,pondering,размышлял
English,Russian,ample,достаточный
English,Russian,deteriorate,ухудшаться
English,Russian,tensest,напряженный
English,Russian,rag,тряпка
English,Russian,wielding,владеющий
English,Russian,hosing,шланга
English,Russian,sloping,наклонный
English,Russian,clemency,помилование
English,Russian,numb,онемение
English,Russian,faint,слабый
English,Russian,corroborated,подтверждается
English,Russian,abolished,отменен
English,Russian,denounce,денонсировать
English,Russian,punitive,карательный
English,Russian,paving,мощение
English,Russian,butler,дворецкий
English,Russian,confinement,лишение свободы
English,Russian,estranged,раздельно проживающий
English,Russian,seclusion,уединение
English,Russian,pour,лить
English,Russian,perseverance,настойчивость
English,Russian,plea,мольба
English,Russian,malnourished,недоедают
English,Russian,enticed,заманил
English,Russian,abductions,похищений
English,Russian,dilapidated,ветхий
English,Russian,scurried,сновали
English,Russian,wandered,бродил
English,Russian,verbose,многословный
English,Russian,rampant,безудержный
English,Russian,Indentured,заключивший контракт
English,Russian,dearth,недостаток
English,Russian,garnered,получил
English,Russian,surplus,профицит
English,Russian,defy,игнорировать
English,Russian,glyphs,символы
English,Russian,heeded,вняли
English,Russian,prevalent,распространенный
English,Russian,stint,ограничение
English,Russian,posit,постулировать
English,Russian,detrimental,вредный
English,Russian,gloating,злорадство
English,Russian,baffled,сбитый с толку
English,Russian,humble,скромный
English,Russian,expedient,целесообразный
English,Russian,proponent,сторонник
English,Russian,horrendous,устрашающий
English,Russian,vanity,тщеславие
English,Russian,vanish,исчезать
English,Russian,apex,вершина
English,Russian,floss,зубочистка
English,Russian,manic,маниакальный
English,Russian,Durability,долговечность
English,Russian,Consistency,согласованность
English,Russian,juncture,стык
English,Russian,tabular,табличный
English,Russian,ramble,бродить
English,Russian,sudden,внезапный
English,Russian,boasted,хвастался
English,Russian,brink,край
English,Russian,plunged,погрузился
English,Russian,trebled,утроилась
English,Russian,embodies,воплощает
English,Russian,loathe,ненавижу
English,Russian,marvel,чудо
English,Russian,curfew,комендантский час
English,Russian,fumbling,шарить
English,Russian,contrarian,противоположный
English,Russian,pundit,ученый муж
English,Russian,preposition,предлог
English,Russian,sadden,печалить
English,Russian,Ingestible,принимаемой
English,Russian,mere,простой
English,Russian,immodestly,нескромно
English,Russian,celestial,небесный
English,Russian,glean,подбирать колосья
English,Russian,bore,отверстие
English,Russian,revelations,откровениями
English,Russian,shook,покачал
English,Russian,inclined,склонный
English,Russian,envelope,конверт
English,Russian,startling,поразительный
English,Russian,conditional,условный
English,Russian,assessed,оценивается
English,Russian,holistic,целостный
English,Russian,deceased,умерший
English,Russian,tinkering,мастерить
English,Russian,hotspot,Точка
English,Russian,cardinality,мощность
English,Russian,cling,цепляться